,sentiment,tweet
15813,0,took rereads see say eat girls instead actually grits disappointed
15814,0,couple hours ago vie got sun burn really uncomfortable
15815,1,i hope get well soon
15816,0,followers sad now that losing hope pressure
15817,0,why coming Montreal
15818,0,i test tomorrow study go bad
15819,1,congratulations guys finish month early boo
15820,1,awe sorry glad mommy took care rein fun bug Colorado
15821,1,double rainbow organs pretty take edge grocery tab
15822,0,they took property
15823,0,the ac house broke
15824,0,life sucks fun
15825,0,dick feels smaller look
15826,0,cannot find pictures
15827,0,know ruins weekend surer want
15828,1,went get groceries prices inflating gas went another cents hit tot
15829,0,mood crazily crazily highly upset everything everybody
15830,1,congratulations guys finish month earlier boo
15831,0,gossip daffodil the latest mad night chg jack Lou techs Frey had gender war but i sad friend also
15832,0,aha i tried covering make it work wearing scarf way go
15833,0,PC died find fire wire save photos backed mac yet
15834,0,used book expo Canada Toronto canceled year antiparticle antiparticle
15835,0,nail broke i haste
15836,1,no high school
15837,1,well that first tweet today failed back sleep bacon eggs so hard choose
15838,1,and girls come and boyfriend forgets
15839,0,oh sunshine go hands rays light help bit hugs
15840,1,please ignore cheese music
15841,1,victory bulldogs celebrated white chocolate cheesecakes mom mom mom what fatty
15842,0,rock steady pt ii
15843,1,OK outtake followers you vie talked shy biter
15844,1,Holland know trying finish work school bout go bed though
15845,1,and i love every little thing
15846,1,mac book i run Linux parallels mica i use firmware fusion great especially unity mode
15847,1,i job nice day better
15848,1,go watch teen nick
15849,1,tweet whore i tweets
15850,1,thanks tiara
15851,1,well welcome back dark side
15852,1,gotta share
15853,1,first make lost time jelly japan japan us roller blading pumpkin happen
15854,1,next one
15855,1,my cats enjoy sunbeams open windows i think counts
15856,1,i cannot wait go Florida
15857,0,goon tot fate
15858,1,Susan Egan i love and yeah said i would pleasant trip
15859,0,dike dike call truce you still bitch people still gonna air you tho
15860,0,waiting email probably never arrive ed later cons ti study hopeless bumming
15861,1,just getting additional free day
15862,1,welcome really glad know your products ox man
15863,1,all zombie songs dedicated
15864,1,happy clean squeaky clean
15865,1,thank thank thought cool kids hang here XOR
15866,0,that annoying what gear take hands
15867,0,i want semester only week half moving time
15868,1,listening cannot wait akin feat pain love song
15869,1,yes NBA song great got old funny NBA cheerleader remix song rewarm day colorblind
15870,1,new logo web cheek Gallegos
15871,1,thanks sharing
15872,1,having great chat friend totally putting mind ease
15873,1,goodnight twitter ville really enjoyed pearl harbor sleep cuddle hot man good dreams tonight XOR
15874,1,oh good idea putting ice cream
15875,1,i hear i think i watched different movies i getting work done girl
15876,1,ya moment today ya hope
15877,1,endless streams tea holiday day i know raining
15878,1,sounds like great night glad successful
15879,1,thank god camera fixed i want new pod
15880,1,woo bought Elliot minor album tunes its finally working
15881,1,pebbles thrown windows get someones attention
15882,1,reason cute times prevent throwing overboard scream every hrs
15883,1,datum clock better
15884,0,told you would mm you
15885,0,you point pointing yesterday people wait midnight pissed
15886,1,come try find fan
15887,1,watching videos you tube funny David oh talented course
15888,1,this follow tweets returned love
15889,0,it interesting generates setup script install
15890,0,morning are you back blight bill hope you lovely time away
15891,0,want hear something funny radio right
15892,1,work mama sweet dreams
15893,1,
15894,1,nothings better going Chinese suppering gave cousins
15895,0,i feeling pretty damn good i even hangover nice feeling
15896,0,drinking chi tea sleeping chicken cool peeps
15897,1,aha if i totally go check small little breakfast nook they probably cutest ones
15898,1,new single bought it awesome well done boys
15899,1,shh i please help number come back later see you said aha please thank you
15900,1,well thank
15901,1,cannot wait diptychs tour Ashleigh Izzy
15902,1,bad i expected could done better today great show
15903,0,awe boo i fucking lover girl things
15904,1,thank you short stack bringing second Sydney show going thankful guys good fans
15905,1,finally gone
15906,1,aha ssh niggard
15907,0,hey never realized also get twitter account your guides truly many times lifesaver
15908,1,good job
15909,1,i love going one new gave quotes
15910,1,i love sunshine happiness brings
15911,0,thanks Beitris right name chance Elisabeth
15912,1,oh shard up here hes hot lag gotta admit blah
15913,0,cleaning cleaning cleaning today working love working
15914,0,chem better physics and tired Hannah tn bf jugs ya hi hi hue Kanya jun yo
15915,1,but bright side twitter morning
15916,1,happy birthday cheers pap
15917,0,home excited Gemma getting breaking dawn brouhaha evil laugh angry hopeless assholes
15918,0,awe i thinking lot glad enjoyed
15919,1,yeah right mom cook like straight island make sure invite dam restaurant
15920,1,really smart
15921,1,thanks link Geoff
15922,1,ah showers great
15923,1,awesome
15924,0,i crying Tuesday cos i find economics officially crying subject
15925,1,woman hope relaxing Monday i later sunny Monday
15926,0,bother ourself
15927,1,finally cup coffee
15928,1,just hanging home watching twilight reading again school sulked today bah aha
15929,1,yea know right love song
15930,1,driving insane want lie
15931,0,i agree people able cohabit ate whomever choose
15932,1,for
15933,0,its bank holiday stupid wait bank holidays America okay keep celebrating
15934,1,way great words boys get oh birthday
15935,1,hi recovering party looking forward exciting bank holiday around die shops life cannot get much
15936,1,your birthday well happy birthday
15937,1,you believe long took achieve still done car happy photo
15938,1,says got cards today ave Clara thanks guys
15939,1,back woo want press release sad
15940,1,yep i like animals better humans
15941,0,would settle mustang ii Thia nope probably would
15942,1,slices left
15943,1,i never knew pediatric also lists shades colors cool
15944,1,revelation strawberries nutshell taste regally good together
15945,1,another one popped human congratulations Nana wan baby iris cute
15946,0,OK TX worth wait
15947,1,today maintenance day flat blog yeah lot little works
15948,1,awesome have worked good friend
15949,1,stopped working image database awhile ago help Greg term paper now chit chatting Greg
15950,1,well done vision Belfast years salary paid just shows happens stand
15951,1,birthday getting older
15952,1,i tweet sew much gad Hannah
15953,1,archetype thing comm class studied archetypes popular media reading links thanks
15954,1,thanks learned something new today enjoy
15955,0,is possible phobia phobias afraid look list
15956,1,i go there where you go i find out what you know David and smiley
15957,1,heading long band practice last one first show Saturday night hope good one
15958,0,awe Morgan wish could realized ago instead putting strong love
15959,1,hey dubbed rs turkey roast circa know wanted let know i still think time time
15960,1,i absolutely craving brownie ice cream right fed ex
15961,1,aha good luck babe upload photo will ya
15962,1,awesome steeples
15963,1,i got whooped Jason Bradbury ace
15964,0,the party people great cc kicking next one June
15965,0,i must compete let login work email see i top
15966,1,wow really sweet assuming thanks much
15967,1,OK David talk later have great day ya ya ya ya
15968,0,thats razz lost hater love
15969,0,aw sounds amazing but i think i work thank inviting though
15970,1,ya excited
15971,0,sigh getting computer even more homework bye
15972,0,school wants read eclipse pages read
15973,1,i finished first season six feet
15974,1,enjoyed waller reunion much the walkers back town
15975,1,maybe hot date nice little Cessna
15976,1,hay footling sausage ham but halal place piggy sausages bigger
15977,0,waiting laundry finish i go home think nails i wait
15978,1,surprising much billy idol turns tweets i monitor constantly obsessed anything billy idol
15979,0,morning woken kids screaming garden benevolent mood warned
15980,1,sounds great looking forward
15981,1,i use pod touch
15982,1,here tweet time basts stalag crux
15983,1,love wanted share followers feeling inspirational vie long day
15984,0,per Taylor dyne conversation official i jealous
15985,1,bye have great time whisked away
15986,1,yes yes i am networking whore fullest girl rig next
15987,1,oh double tweet ago
15988,0,fancy Hun got you don things you ain't never done
15989,1,smudge cleaning
15990,1,good morning world
15991,1,cannot wait love scripts honestly future career script writer stock twits
15992,1,mind change profile pix picture UK fun
15993,1,hey good see will follow would nice photo
15994,1,woke school today free
15995,1,still waiting girl come home go shopping
15996,1,tweet later wonderful day
15997,1,last song i really go
15998,0,good luck if i remember right everything england rip anyway and next time write back aha
15999,1,got braces tightened today then i got McDonald aha sport tomorrow ya ya ya netball tryouts wish luck make team
16000,0,have lots usual laundry thanking god cleaning house praising god cutting hedge thanking praising god
